,limit_bal,sex,age,pay_july,pay_amt_sept,pay_amt_aug,pay_amt_july,pay_amt_june,pay_amt_may,pay_amt_april,default,bill_avg,pay_amt_sept_cap,pay_amt_aug_cap,pay_amt_july_cap,pay_amt_june_cap,pay_amt_may_cap,pay_amt_april_cap,single,marriage_other,edu_university,edu_highschool,edu_other
4753,180000,2,39,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4754,340000,2,47,0,7000,14000,0,4000,4000,5000,0,142084.66666666666,7000,14000,0,4000,4000,5000,0,0,0,1,0
4755,280000,2,41,0,6859,486,0,0,244,0,0,1310.3333333333333,6859,486,0,0,244,0,0,0,0,0,0
4756,50000,1,39,0,13196,2866,1961,1261,2681,1261,0,1881.8333333333333,13196,2866,1961,1261,2681,1261,0,0,0,1,0
4757,60000,1,42,0,3700,3000,4000,1500,3250,1000,0,69471.16666666667,3700,3000,4000,1500,3250,1000,1,0,1,0,0
4758,50000,2,31,0,1500,1500,1500,1000,956,1000,0,28246.833333333332,1500,1500,1500,1000,956,1000,0,0,0,1,0
4759,50000,1,30,0,1135,1144,797,0,329,490,0,8400.333333333334,1135,1144,797,0,329,490,1,0,0,1,0
4760,200000,1,28,0,1183,14714,0,303,3262,3635,0,7463.833333333333,1183,14714,0,303,3262,3635,1,0,0,0,0
4761,10000,2,51,0,2134,1000,2500,122,0,0,0,21184.0,2134,1000,2500,122,0,0,1,0,0,1,0
4762,150000,2,41,0,1500,1500,1000,0,0,0,0,14201.5,1500,1500,1000,0,0,0,0,0,0,1,0
4763,220000,2,30,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
4764,60000,2,50,0,2800,2600,2107,1000,1000,705,1,46593.166666666664,2800,2600,2107,1000,1000,705,0,0,1,0,0
4765,50000,1,42,0,1690,1620,900,780,750,1670,0,24086.0,1690,1620,900,780,750,1670,0,0,1,0,0
4766,290000,2,35,0,8100,7000,8400,7000,7500,7500,0,195479.16666666666,8100,7000,8400,7000,7500,7500,1,0,0,0,0
4767,20000,2,39,1,0,1000,2000,0,1000,1000,1,15775.333333333334,0,1000,2000,0,1000,1000,0,0,0,1,0
4768,360000,2,42,0,29882,2950,6366,11480,222,4285,0,16068.166666666666,29882,2950,6366,11480,222,4285,1,0,0,0,0
4769,500000,2,45,0,5303,10000,1200,12000,10000,0,0,48636.0,5303,10000,1200,12000,10000,0,1,0,0,0,0
4770,30000,2,23,1,1500,0,2000,1500,1000,700,1,16799.666666666668,1500,0,2000,1500,1000,700,0,0,0,1,0
4771,60000,2,28,0,12625,6244,13615,25478,5000,5000,0,15233.833333333334,12625,6244,13615,25478,5000,5000,0,0,0,1,0
4772,70000,2,39,0,3000,11000,5000,3150,2000,4000,0,16703.333333333332,3000,11000,5000,3150,2000,4000,0,1,0,1,0
4773,160000,1,57,0,209,0,0,1000,596,1436,1,-47.5,209,0,0,1000,596,1436,0,0,0,1,0
4774,50000,1,29,0,2500,2493,1650,1000,0,0,0,27640.333333333332,2500,2493,1650,1000,0,0,1,0,0,0,0
4775,70000,1,38,0,2682,2563,1568,970,1000,2000,1,53342.5,2682,2563,1568,970,1000,2000,1,0,0,1,0
4776,170000,2,31,0,4319,1499,362,451,620,1400,0,1333.0,4319,1499,362,451,620,1400,1,0,0,0,0
4777,20000,1,49,0,1200,160,20394,347,2110,12996,0,12054.5,1200,160,20394,347,2110,12996,1,0,0,1,0
4778,400000,1,38,0,50263,8834,50000,0,8695,0,1,32086.666666666668,50263,8834,50000,0,8695,0,1,0,0,0,0
4779,50000,1,30,0,0,2500,2271,50000,10100,3000,0,53464.5,0,2500,2271,50000,10100,3000,1,0,1,0,0
4780,280000,1,35,0,401,183,4429,981,4992,4517,0,1822.3333333333333,401,183,4429,981,4992,4517,1,0,0,0,0
4781,30000,2,38,1,3963,16,4527,675,0,1015,0,3329.5,3963,16,4527,675,0,1015,0,0,1,0,0
4782,310000,1,36,0,11406,10773,10819,15766,20645,5000,0,44337.5,11406,10773,10819,15766,20645,5000,0,0,1,0,0
4783,20000,2,24,0,1183,2000,1200,2244,506,561,0,12895.333333333334,1183,2000,1200,2244,506,561,1,0,0,0,0
4784,190000,2,31,0,7000,7000,8500,5000,6000,5000,0,133111.5,7000,7000,8500,5000,6000,5000,1,0,0,0,0
4785,110000,2,64,0,4000,3275,3028,3000,2000,2000,0,47283.666666666664,4000,3275,3028,3000,2000,2000,0,0,0,1,0
4786,100000,1,33,0,4085,3505,3479,3097,3259,3253,0,84446.66666666667,4085,3505,3479,3097,3259,3253,1,0,0,0,0
4787,150000,2,31,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4788,200000,2,37,0,8318,1951,0,3124,3259,0,0,7229.5,8318,1951,0,3124,3259,0,0,0,1,0,0
4789,200000,2,50,0,2310,3518,12537,45,514,2811,0,6457.0,2310,3518,12537,45,514,2811,0,0,1,0,0
4790,240000,1,40,0,8000,5000,5000,0,40000,22669,0,9007.166666666666,8000,5000,5000,0,40000,22669,1,0,0,0,0
4791,30000,2,22,0,1,1957,678,684,776,235,0,27504.166666666668,1,1957,678,684,776,235,0,0,0,1,0
4792,80000,2,41,0,1325,1000,0,0,0,0,0,4755.166666666667,1325,1000,0,0,0,0,0,0,0,0,0
4793,70000,2,23,0,1500,1500,1600,600,500,600,1,10105.5,1500,1500,1600,600,500,600,1,0,0,0,0
4794,120000,1,54,1,0,0,316,316,316,316,0,421.3333333333333,0,0,316,316,316,316,0,0,0,1,0
4795,110000,1,26,0,2000,2050,1895,2068,1982,1995,0,55278.833333333336,2000,2050,1895,2068,1982,1995,0,0,1,0,0
4796,40000,2,26,0,3000,4000,0,5000,0,8000,0,19963.833333333332,3000,4000,0,5000,0,8000,1,0,0,0,0
4797,10000,2,26,1,0,1500,0,400,400,700,1,5768.333333333333,0,1500,0,400,400,700,0,0,1,0,0
4798,200000,2,34,0,2453,382,10383,0,3036,0,0,4660.166666666667,2453,382,10383,0,3036,0,1,0,0,0,0
4799,500000,1,38,0,13000,20000,15000,9322,10000,10000,0,310621.5,13000,20000,15000,9322,10000,10000,0,0,0,0,0
4800,60000,2,39,0,1217,0,0,0,465,0,1,2371.1666666666665,1217,0,0,0,465,0,0,0,1,0,0
4801,240000,2,31,0,8000,7000,50000,0,16302,0,0,201430.5,8000,7000,50000,0,16302,0,1,0,1,0,0
4802,380000,2,32,0,10000,10000,10000,10001,6000,38000,0,107964.83333333333,10000,10000,10000,10001,6000,38000,1,0,0,0,0
4803,20000,2,55,1,2400,0,0,1744,0,600,1,19738.166666666668,2400,0,0,1744,0,600,0,1,0,1,0
4804,410000,2,34,0,0,0,0,0,0,3996,0,0.0,0,0,0,0,0,3996,0,0,0,0,0
4805,150000,2,25,0,6105,1084,0,3113,0,0,0,7751.5,6105,1084,0,3113,0,0,1,0,1,0,0
4806,420000,2,46,0,8765,18728,36430,27906,0,9268,0,18481.0,8765,18728,36430,27906,0,9268,0,0,0,0,0
4807,330000,2,28,0,10000,8507,17215,11000,0,12000,0,239501.16666666666,10000,8507,17215,11000,0,12000,0,0,1,0,0
4808,170000,2,30,0,5000,5000,5000,5000,4400,3000,0,93682.5,5000,5000,5000,5000,4400,3000,1,0,1,0,0
4809,360000,2,37,0,2500,0,0,0,0,0,0,678.0,2500,0,0,0,0,0,0,0,0,0,0
4810,210000,2,27,0,0,1349,10368,0,0,0,0,2690.5,0,1349,10368,0,0,0,1,0,0,0,0
4811,110000,1,24,0,3800,3818,1426,2000,2000,3261,0,66430.5,3800,3818,1426,2000,2000,3261,1,0,1,0,0
4812,80000,2,29,0,2500,2500,2010,2000,2000,2000,1,50616.666666666664,2500,2500,2010,2000,2000,2000,0,0,1,0,0
4813,80000,2,40,0,2200,2200,4000,1777,0,2000,0,60998.833333333336,2200,2200,4000,1777,0,2000,1,0,1,0,0
4814,220000,2,46,0,4000,12000,3100,0,2900,3000,1,85490.0,4000,12000,3100,0,2900,3000,1,0,1,0,0
4815,50000,1,24,0,8769,0,18650,659,1000,1000,0,11071.5,8769,0,18650,659,1000,1000,1,0,0,1,0
4816,120000,2,25,1,0,2700,2500,3200,2500,0,1,80588.5,0,2700,2500,3200,2500,0,1,0,1,0,0
4817,50000,1,29,0,1700,2000,1300,0,0,0,0,17592.166666666668,1700,2000,1300,0,0,0,1,0,1,0,0
4818,200000,1,29,0,8000,7900,10000,14400,0,6700,0,179938.33333333334,8000,7900,10000,14400,0,6700,0,0,1,0,0
4819,70000,1,27,0,6012,1936,1874,1740,2000,1800,0,78158.5,6012,1936,1874,1740,2000,1800,1,0,0,0,0
4820,30000,1,25,0,1147,1651,0,1000,1000,1000,1,9419.0,1147,1651,0,1000,1000,1000,1,0,1,0,0
4821,90000,2,24,1,0,2000,1300,700,1000,3500,1,12856.833333333334,0,2000,1300,700,1000,3500,1,0,0,0,0
4822,100000,1,34,1,2300,2000,4500,3300,0,3500,1,62174.0,2300,2000,4500,3300,0,3500,0,0,1,0,0
4823,500000,1,30,0,4303,1096,1020,6315,1833,9649,0,4234.333333333333,4303,1096,1020,6315,1833,9649,1,0,0,1,0
4824,500000,2,36,0,10000,10146,10103,7108,7396,5000,0,235027.16666666666,10000,10146,10103,7108,7396,5000,0,0,0,0,0
4825,160000,1,30,0,650,0,650,0,325,325,1,325.0,650,0,650,0,325,325,1,0,0,0,0
4826,70000,1,50,0,3220,2220,28931,1000,1050,1052,0,50886.333333333336,3220,2220,28931,1000,1050,1052,0,0,0,1,0
4827,240000,1,34,0,6000,9583,6000,10000,4974,4820,0,136748.83333333334,6000,9583,6000,10000,4974,4820,0,0,1,0,0
4828,50000,1,48,1,4000,1500,0,1275,1377,1882,0,46189.833333333336,4000,1500,0,1275,1377,1882,0,0,0,0,0
4829,470000,2,35,0,2505,3000,3016,2200,3000,1600,0,60088.833333333336,2505,3000,3016,2200,3000,1600,0,0,1,0,0
4830,160000,2,30,0,3000,4000,2500,2500,3000,2800,0,58631.5,3000,4000,2500,2500,3000,2800,1,0,0,0,0
4831,50000,1,34,0,1200,1141,1006,0,0,0,0,6087.666666666667,1200,1141,1006,0,0,0,0,1,1,0,0
4832,320000,2,50,0,730,2472,12360,0,237,3417,0,6348.333333333333,730,2472,12360,0,237,3417,1,0,0,0,0
4833,180000,2,47,0,0,3312,0,0,0,0,1,546.0,0,3312,0,0,0,0,0,0,0,0,0
4834,70000,1,26,0,2000,1396,3000,980,955,941,1,33801.333333333336,2000,1396,3000,980,955,941,0,0,1,0,0
4835,220000,2,28,0,2968,3054,4701,2869,3654,2754,0,3367.0,2968,3054,4701,2869,3654,2754,1,0,0,0,0
4836,250000,2,35,0,0,26267,532,2948,2065,13780,0,9646.5,0,26267,532,2948,2065,13780,1,0,0,0,0
4837,460000,1,31,0,6000,0,6261,0,0,0,0,41640.166666666664,6000,0,6261,0,0,0,0,0,1,0,0
4838,50000,1,32,0,2284,2006,2010,2123,2138,2442,1,50813.666666666664,2284,2006,2010,2123,2138,2442,0,0,1,0,0
4839,410000,2,41,0,13000,14600,15500,14000,13580,14000,1,362440.6666666667,13000,14600,15500,14000,13580,14000,0,0,1,0,0
4840,450000,2,32,0,1042,3057,0,0,410,0,0,915.3333333333334,1042,3057,0,0,410,0,1,0,0,0,0
4841,250000,1,44,0,54946,8433,13,6049,17,4980,0,13221.833333333334,54946,8433,13,6049,17,4980,0,0,0,0,0
4842,80000,2,26,0,1903,1397,5000,1300,1400,1300,0,33846.0,1903,1397,5000,1300,1400,1300,0,0,0,1,0
4843,50000,1,28,0,1000,1500,2000,1583,1100,0,0,8030.666666666667,1000,1500,2000,1583,1100,0,1,0,0,0,0
4844,120000,2,27,0,35000,100000,0,0,0,2750,0,53777.5,35000,100000,0,0,0,2750,1,0,0,0,0
4845,10000,2,33,1,3000,0,1000,0,0,0,0,7806.833333333333,3000,0,1000,0,0,0,1,0,0,0,0
4846,50000,1,35,0,1600,1000,2500,47566,1700,2000,0,37609.833333333336,1600,1000,2500,47566,1700,2000,1,0,0,0,0
4847,50000,1,27,1,4100,0,1723,3600,2000,2780,0,44074.333333333336,4100,0,1723,3600,2000,2780,1,0,0,0,0
4848,240000,2,26,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
4849,280000,1,30,0,10000,11075,8972,5182,10000,4000,0,216346.0,10000,11075,8972,5182,10000,4000,1,0,1,0,0
4850,350000,1,43,0,3436,7813,20604,2376,11493,13885,0,8613.666666666666,3436,7813,20604,2376,11493,13885,0,0,1,0,0
4851,100000,2,32,0,23591,2116,1400,1165,588,639,0,55109.666666666664,23591,2116,1400,1165,588,639,1,0,0,1,0
4852,200000,1,28,0,2686,115916,21722,4076,3196,17660,0,25016.833333333332,2686,115916,21722,4076,3196,17660,1,0,0,0,0
4853,100000,1,46,0,2036,1504,2506,0,0,0,0,12431.333333333334,2036,1504,2506,0,0,0,0,0,1,0,0
4854,40000,1,47,1,3524,0,4898,0,0,1800,0,38237.5,3524,0,4898,0,0,1800,0,0,1,0,0
4855,400000,1,43,0,0,5503,3262,5966,1111,2420,0,2634.5,0,5503,3262,5966,1111,2420,0,0,0,0,0
4856,240000,2,41,0,0,6702,5000,6019,6099,14762,1,117751.83333333333,0,6702,5000,6019,6099,14762,0,0,1,0,0
4857,50000,1,30,0,12000,13000,5000,4010,6000,3000,0,37542.666666666664,12000,13000,5000,4010,6000,3000,0,0,1,0,0
4858,150000,2,30,0,3864,3868,2808,3037,2583,1079,1,123576.83333333333,3864,3868,2808,3037,2583,1079,0,0,0,0,0
4859,230000,1,29,0,840,0,3458,499,5180,0,0,1696.1666666666667,840,0,3458,499,5180,0,1,0,1,0,0
4860,180000,2,48,0,11272,26703,27988,1480,22133,0,0,16767.833333333332,11272,26703,27988,1480,22133,0,0,0,1,0,0
4861,270000,2,38,0,3000,3000,3019,5000,5000,10000,0,57024.666666666664,3000,3000,3019,5000,5000,10000,0,0,1,0,0
4862,240000,2,36,0,10011,7722,9000,8000,7000,7000,0,193613.16666666666,10011,7722,9000,8000,7000,7000,0,0,1,0,0
4863,180000,2,33,0,7817,2358,18577,11560,4298,12330,0,8127.5,7817,2358,18577,11560,4298,12330,1,0,1,0,0
4864,120000,2,36,0,0,1100,0,0,0,0,1,183.33333333333334,0,1100,0,0,0,0,0,0,1,0,0
4865,310000,2,25,0,6612,8321,7022,6021,6005,6042,0,186769.5,6612,8321,7022,6021,6005,6042,0,0,1,0,0
4866,70000,2,25,0,2000,2500,2519,5090,3100,0,0,34857.833333333336,2000,2500,2519,5090,3100,0,1,0,1,0,0
4867,50000,2,28,0,2209,1726,710,724,733,712,0,35552.666666666664,2209,1726,710,724,733,712,0,0,1,0,0
4868,340000,2,39,0,65758,359,5674,3692,3406,2622,0,28717.0,65758,359,5674,3692,3406,2622,0,0,1,0,0
4869,80000,2,25,0,4000,3200,2230,1300,1410,1000,0,55157.666666666664,4000,3200,2230,1300,1410,1000,0,0,1,0,0
4870,250000,1,39,0,3700,0,0,0,0,0,0,3001.1666666666665,3700,0,0,0,0,0,0,0,0,0,1
4871,200000,2,45,0,2209,2109,10006,0,4300,1191,0,33540.5,2209,2109,10006,0,4300,1191,0,0,0,1,0
4872,230000,2,27,0,4326,4533,2337,3035,3034,3101,0,84909.5,4326,4533,2337,3035,3034,3101,1,0,0,0,0
4873,200000,2,29,0,784,611,0,0,150,478,0,693.8333333333334,784,611,0,0,150,478,1,0,0,0,1
4874,30000,1,26,1,0,0,2226,0,1406,0,1,14827.0,0,0,2226,0,1406,0,1,0,1,0,0
4875,100000,1,41,0,0,2600,6459,2500,5000,0,0,74505.0,0,2600,6459,2500,5000,0,0,0,1,0,0
4876,140000,2,56,1,0,0,0,1000,0,0,1,733.3333333333334,0,0,0,1000,0,0,0,0,0,0,0
4877,140000,1,35,0,537,4233,857,325,325,954,0,1100.3333333333333,537,4233,857,325,325,954,1,0,0,0,0
4878,50000,2,29,0,1866,1733,1724,1684,2058,1341,0,49175.833333333336,1866,1733,1724,1684,2058,1341,1,0,1,0,0
4879,20000,1,23,0,2000,20000,1612,1121,702,1000,0,18343.166666666668,2000,20000,1612,1121,702,1000,0,1,0,1,0
4880,90000,2,26,0,3194,8823,0,7000,6660,10000,0,10777.333333333334,3194,8823,0,7000,6660,10000,1,0,1,0,0
4881,140000,2,24,0,696,696,696,696,696,696,1,836.0,696,696,696,696,696,696,0,0,1,0,0
4882,60000,1,27,0,1378,1406,3000,3000,0,923,1,24981.5,1378,1406,3000,3000,0,923,1,0,0,0,0
4883,620000,2,45,0,0,6200,6000,6000,6500,6000,1,163325.0,0,6200,6000,6000,6500,6000,0,0,1,0,0
4884,200000,2,51,0,3520,4500,5200,4500,3950,4300,0,100955.5,3520,4500,5200,4500,3950,4300,0,0,0,1,0
4885,20000,1,21,0,1614,1750,1000,1000,0,0,0,14082.5,1614,1750,1000,1000,0,0,1,0,1,0,0
4886,150000,2,45,0,4719,6419,6436,5113,5210,5549,0,138006.0,4719,6419,6436,5113,5210,5549,0,0,1,0,0
4887,30000,2,28,0,3000,3000,2000,2000,1069,1074,0,26888.333333333332,3000,3000,2000,2000,1069,1074,1,0,1,0,0
4888,270000,2,47,0,7500,7500,7500,7500,7500,10466,0,7650.0,7500,7500,7500,7500,7500,10466,0,0,1,0,0
4889,140000,1,26,1,17000,0,11400,550,5300,5400,1,138747.83333333334,17000,0,11400,550,5300,5400,1,0,1,0,0
4890,50000,2,30,0,1500,1500,1000,200,2000,50000,0,14074.833333333334,1500,1500,1000,200,2000,50000,0,0,1,0,0
4891,20000,2,24,0,1500,2000,1500,506,803,1009,0,15239.0,1500,2000,1500,506,803,1009,0,0,0,1,0
4892,250000,1,51,0,1540,387,381,3985,7161,0,0,2263.1666666666665,1540,387,381,3985,7161,0,0,0,0,1,0
4893,150000,2,30,0,3537,6484,12306,21888,0,134,0,11372.666666666666,3537,6484,12306,21888,0,134,0,0,0,0,0
4894,210000,2,54,0,7078,1295,20000,16489,60000,5000,0,27134.833333333332,7078,1295,20000,16489,60000,5000,0,0,0,0,0
4895,200000,2,39,0,15084,9354,3082,6046,3497,3514,0,10329.333333333334,15084,9354,3082,6046,3497,3514,0,0,0,0,0
4896,130000,1,54,0,3000,2100,2500,2100,2100,1500,0,66784.83333333333,3000,2100,2500,2100,2100,1500,0,0,1,0,0
4897,90000,2,36,0,55000,5023,5030,11000,9765,10000,0,53852.166666666664,55000,5023,5030,11000,9765,10000,0,1,1,0,0
4898,150000,2,36,0,5279,0,0,0,0,0,0,2068.8333333333335,5279,0,0,0,0,0,0,0,0,0,1
4899,300000,1,37,0,23348,20477,27206,177202,7543,13719,0,22477.166666666668,23348,20477,27206,177202,7543,13719,0,0,0,0,0
4900,150000,2,38,0,6601,6501,5201,5501,5282,5200,0,141429.5,6601,6501,5201,5501,5282,5200,0,0,1,0,0
4901,70000,1,25,0,10000,10000,0,10000,0,33000,0,28119.833333333332,10000,10000,0,10000,0,33000,1,0,1,0,0
4902,140000,2,35,0,4317,4189,5411,3800,4024,4100,0,115357.33333333333,4317,4189,5411,3800,4024,4100,0,0,1,0,0
4903,50000,1,31,0,2032,1304,1500,0,868,1000,1,30760.333333333332,2032,1304,1500,0,868,1000,1,0,1,0,0
4904,190000,2,25,0,0,2251,0,600,9289,6374,0,2113.3333333333335,0,2251,0,600,9289,6374,1,0,1,0,0
4905,420000,2,33,0,10000,10083,10094,10000,2500,5000,0,62199.5,10000,10083,10094,10000,2500,5000,0,0,1,0,0
4906,150000,1,64,0,2688,2730,2680,2850,0,0,0,49339.833333333336,2688,2730,2680,2850,0,0,0,0,0,1,0
4907,230000,2,62,0,6474,7726,5601,6100,6427,6000,0,173126.16666666666,6474,7726,5601,6100,6427,6000,0,0,1,0,0
4908,150000,2,33,0,2000,0,0,0,0,0,0,3742.3333333333335,2000,0,0,0,0,0,1,0,0,0,0
4909,20000,1,26,1,0,0,1000,0,0,0,0,16725.333333333332,0,0,1000,0,0,0,1,0,0,1,0
4910,170000,1,36,0,11376,4346,947,316,3797,316,0,9731.0,11376,4346,947,316,3797,316,1,0,0,0,0
4911,20000,2,38,0,1618,1661,1046,192,10476,2965,0,14112.166666666666,1618,1661,1046,192,10476,2965,1,0,1,0,0
4912,50000,2,45,0,1669,5413,2734,7976,0,7000,0,4290.833333333333,1669,5413,2734,7976,0,7000,0,0,0,0,0
4913,90000,2,23,0,1251,1281,1173,500,1000,1000,0,12515.333333333334,1251,1281,1173,500,1000,1000,1,0,1,0,0
4914,30000,2,34,0,5000,5235,5000,2100,1970,2000,0,3763.3333333333335,5000,5235,5000,2100,1970,2000,0,0,0,0,0
4915,50000,1,43,0,1458,1485,1472,1217,1347,558,0,29081.666666666668,1458,1485,1472,1217,1347,558,0,0,1,0,0
4916,50000,1,33,0,1600,1600,1200,1200,1000,972,0,33307.333333333336,1600,1600,1200,1200,1000,972,1,0,0,0,1
4917,20000,1,24,0,0,390,390,780,0,0,0,390.0,0,390,390,780,0,0,1,0,1,0,0
4918,50000,1,49,1,0,0,0,2000,1003,1076,0,36634.333333333336,0,0,0,2000,1003,1076,1,0,1,0,0
4919,20000,1,24,0,2000,1000,400,199,0,0,0,10146.5,2000,1000,400,199,0,0,1,0,0,1,0
4920,70000,2,23,0,1000,695,73820,1042,1054,1024,0,25051.0,1000,695,73820,1042,1054,1024,1,0,0,1,0
4921,150000,1,27,0,2500,3000,3000,3000,3500,5000,0,23471.5,2500,3000,3000,3000,3500,5000,1,0,0,0,0
4922,180000,2,31,0,243,243,243,4889,243,13868,0,1104.5,243,243,243,4889,243,13868,1,0,0,0,0
4923,140000,2,37,0,3000,3000,3000,3000,4000,4000,0,62234.5,3000,3000,3000,3000,4000,4000,0,0,1,0,0
4924,30000,1,34,0,1694,1200,8697,2000,1000,2759,0,20258.333333333332,1694,1200,8697,2000,1000,2759,1,0,1,0,0
4925,300000,2,28,0,2964,27968,10597,1954,2140,390,0,7717.833333333333,2964,27968,10597,1954,2140,390,1,0,0,0,0
4926,100000,2,36,0,5000,5000,3500,3000,3000,5049,0,87456.5,5000,5000,3500,3000,3000,5049,0,0,1,0,0
4927,180000,2,27,0,5396,1485,4778,23350,583,5883,0,6028.5,5396,1485,4778,23350,583,5883,1,0,0,0,0
4928,460000,2,40,1,0,0,0,0,0,200,1,2650.0,0,0,0,0,0,200,0,0,0,0,0
4929,320000,2,53,0,3000,3000,6000,8000,10000,1900,0,87209.5,3000,3000,6000,8000,10000,1900,0,0,1,0,0
4930,210000,2,29,0,871,871,2042,0,1666,316,0,5640.333333333333,871,871,2042,0,1666,316,1,0,0,0,0
4931,50000,2,53,0,2182,2400,1000,18678,600,500,0,35910.666666666664,2182,2400,1000,18678,600,500,0,0,0,1,0
4932,410000,2,31,0,11270,15325,9099,7016,7703,100000,0,247848.16666666666,11270,15325,9099,7016,7703,100000,1,0,0,0,0
4933,180000,2,48,0,440,21849,5829,24404,11602,5819,0,12003.0,440,21849,5829,24404,11602,5819,0,0,0,0,0
4934,50000,1,32,0,1472,1500,1282,618,640,644,0,27716.833333333332,1472,1500,1282,618,640,644,0,0,1,0,0
4935,270000,2,31,0,12140,26134,36650,37390,19816,5272,0,23032.666666666668,12140,26134,36650,37390,19816,5272,0,0,0,0,0
4936,20000,1,34,0,0,6000,5000,3000,0,0,0,12970.166666666666,0,6000,5000,3000,0,0,1,0,1,0,0
4937,50000,1,30,1,1600,1600,1000,0,1896,0,1,23417.833333333332,1600,1600,1000,0,1896,0,1,0,1,0,0
4938,280000,1,33,0,2650,3294,3640,2720,7598,4434,0,3317.0,2650,3294,3640,2720,7598,4434,1,0,1,0,0
4939,20000,1,29,0,0,2000,13500,2500,2000,1500,1,12352.166666666666,0,2000,13500,2500,2000,1500,1,0,0,1,0
4940,200000,1,33,0,5341,5966,3348,5061,7128,4722,0,5031.166666666667,5341,5966,3348,5061,7128,4722,0,0,1,0,0
4941,160000,2,31,0,8000,5014,4500,11781,0,4000,0,113114.33333333333,8000,5014,4500,11781,0,4000,1,0,1,0,0
4942,180000,2,45,0,4003,5603,3,2504,2511,3021,0,72733.83333333333,4003,5603,3,2504,2511,3021,1,0,0,1,0
4943,50000,1,24,0,1904,3700,5396,6,1003,1449,0,44120.5,1904,3700,5396,6,1003,1449,1,0,1,0,0
4944,290000,2,29,0,5071,4539,3000,3500,3856,3000,0,118502.5,5071,4539,3000,3500,3856,3000,0,0,0,0,0
4945,120000,2,43,0,4201,5001,4134,2700,3000,5030,0,103228.5,4201,5001,4134,2700,3000,5030,0,0,0,1,0
4946,200000,1,38,0,0,100000,0,0,0,0,0,17174.666666666668,0,100000,0,0,0,0,0,0,0,0,0
4947,110000,1,55,0,6000,3300,3012,3008,3000,3069,0,92097.0,6000,3300,3012,3008,3000,3069,0,0,1,0,0
4948,80000,1,39,0,2800,3000,2901,2500,3000,5202,1,62956.666666666664,2800,3000,2901,2500,3000,5202,0,0,1,0,0
4949,80000,2,27,0,2968,1838,2899,1376,1320,1107,0,1852.8333333333333,2968,1838,2899,1376,1320,1107,1,0,1,0,0
4950,30000,2,35,0,1440,1750,1390,764,1000,850,1,28005.166666666668,1440,1750,1390,764,1000,850,0,1,1,0,0
4951,50000,2,55,0,1616,2180,2004,1000,1002,1004,0,34002.333333333336,1616,2180,2004,1000,1002,1004,1,0,1,0,0
4952,180000,2,54,0,3279,3343,3366,3483,3507,3628,0,93214.66666666667,3279,3343,3366,3483,3507,3628,0,0,0,0,1
4953,40000,2,32,0,1603,2000,2014,2503,2103,2221,0,44230.0,1603,2000,2014,2503,2103,2221,0,0,1,0,0
4954,150000,2,30,0,8589,2500,0,1380,0,2050,0,1685.0,8589,2500,0,1380,0,2050,0,1,0,0,0
4955,150000,2,40,0,6000,10031,4630,4918,9000,5104,0,150138.5,6000,10031,4630,4918,9000,5104,0,0,0,0,0
4956,80000,2,45,0,83750,0,0,0,0,0,0,13425.0,83750,0,0,0,0,0,1,0,1,0,0
4957,500000,2,32,0,6081,5588,58476,1910,1974,2254,0,30814.333333333332,6081,5588,58476,1910,1974,2254,0,0,0,0,1
4958,210000,2,34,0,1360,31793,1943,819,763,2280,0,25403.666666666668,1360,31793,1943,819,763,2280,0,0,1,0,0
4959,220000,1,32,0,316,632,316,0,316,632,0,3321.1666666666665,316,632,316,0,316,632,1,0,0,0,0
4960,180000,1,41,0,6241,2324,1019,1,0,1452,0,37649.833333333336,6241,2324,1019,1,0,1452,1,0,0,0,0
4961,30000,1,49,1,1500,0,3712,1363,0,1141,0,28275.666666666668,1500,0,3712,1363,0,1141,0,0,0,1,0
4962,150000,2,44,0,2019,2020,2000,2000,2000,1000,0,14676.833333333334,2019,2020,2000,2000,2000,1000,0,0,1,0,0
4963,240000,1,33,1,6765,0,2000,7592,0,140000,0,103438.33333333333,6765,0,2000,7592,0,140000,0,0,1,0,0
4964,200000,1,51,0,0,396,792,0,396,792,1,545.6666666666666,0,396,792,0,396,792,0,0,1,0,0
4965,230000,1,35,1,5800,4500,3800,5000,0,4500,0,120704.83333333333,5800,4500,3800,5000,0,4500,1,0,0,0,0
4966,460000,2,39,0,13101,10000,0,10000,80132,4882,0,29299.833333333332,13101,10000,0,10000,80132,4882,0,0,1,0,0
4967,50000,2,23,0,2019,2564,1000,0,500,6859,0,25030.0,2019,2564,1000,0,500,6859,1,0,0,0,0
4968,50000,1,29,0,2000,1500,1800,0,2843,0,1,16083.5,2000,1500,1800,0,2843,0,1,0,1,0,0
4969,220000,2,36,0,0,2337,58,0,0,3500,0,-249.33333333333334,0,2337,58,0,0,3500,0,0,0,0,0
4970,70000,2,31,0,1834,1608,1559,1630,1300,1000,0,43774.833333333336,1834,1608,1559,1630,1300,1000,0,0,1,0,0
