,id,text,time_created
1,BMRU_o4Gnc2Ghj1JOAXHkw,"Fantastic place in Whitestone. Great bagels! Awesome pizza bagels, my family cannot get enough. Try the Balboa sandwich it is soooooo delicious!",2019-11-06 02:55:01
2,BMRU_o4Gnc2Ghj1JOAXHkw,"Nice small  hidden restaurant café, they have bagels,bakery, coffee and Breafast specials, I order made to order, eggs with home fries, pancakes and coffee,...",2017-08-18 07:49:50
0,GqO2I5acetVHwBszFeHabw,"If you're willing to either pay or drive around for 30 minutes to find parking, bagel pub is simply one of the best bagel spots in Brooklyn. I noticed it on...",2019-12-06 14:58:40
1,GqO2I5acetVHwBszFeHabw,Clean and friendly staff. I can't really judge their bagels because the second time I returned I got a pumpernickel bagel again! Cream cheese spreads are...,2019-11-07 06:58:11
2,GqO2I5acetVHwBszFeHabw,"Yum!  

What a great little spot!  Found it at my first stop to watch the NYC Marathon. A short walk from mile 5. So worth it! Fast, fresh, tasty....",2019-11-03 07:39:31
0,XL32Ml5jcYwZp6CIxUokmw,"Lunch with colleagues today in Brooklyn! 

     I got: 

   The [ "" Godfather Sandwich "" ] on Weat Bread with CornBeef, Hot Pastrami.., Lettice.., Plum ~...",2020-01-07 09:42:27
1,XL32Ml5jcYwZp6CIxUokmw,I was online when they opened the door to place my order and I showed up promptly an hour later only to hear that they didn't check their online orders....,2020-03-29 13:14:38
2,XL32Ml5jcYwZp6CIxUokmw,"PURCHASED: Garlic & Herb bagel + Rainbow Bagel + Egg & Cheese Bagel + Egg & cheese bagel 
TOTAL: $25 (...like $ a bagel)

PROS:
+ novel bagel: They got the...",2019-08-15 01:48:17
0,WkALLrAOqGnMPhWhR4pM8w,"I love this place! They have really good prices for bagels in the area. I consider it a ""hidden gem"" because the lines don't ever hold you up. You can take...",2019-10-30 21:59:34
1,WkALLrAOqGnMPhWhR4pM8w,"They may not have readily packaged cut fruit for me to eat poolside at The Jimmy, but this little deli offers online ordering for quick pickup, not terrible...",2018-08-26 07:47:21
2,WkALLrAOqGnMPhWhR4pM8w,Apparently they make everyone's salad different. My female co-worker just came here and ordered a salad | same special I ordered and she got a full...,2019-08-09 10:40:43
0,ra7WT0N2US_xxOLHnAoelQ,Best bagels in all NYC. Strictly bagels and spreads and cold cuts. No hot sandwiches. Your not going to find a mor authentic bagel than this.,2020-02-21 09:23:59
1,ra7WT0N2US_xxOLHnAoelQ,Outrageously overpriced for a bare bones bagel shop. They charge $5 for a plain bagel with vegetable cream cheese.  Bagel is chewy and cream cheese had...,2020-03-04 09:38:08
2,ra7WT0N2US_xxOLHnAoelQ,Great little bagel shop with plenty of stock. The bagels were fresh and the assortment of cream cheese was great! I went on 2 occasions in my recent visit...,2019-09-28 21:01:04
0,Y-uvH0uctJjAiGfKfE_T1g,"I loved the brunch here! The Classic Board with the bialy was delicious and filling. We also tried the Eggs Benny, which was absolutely amazing. I will...",2020-01-29 07:10:54
1,Y-uvH0uctJjAiGfKfE_T1g,"Best Gaspe Nova in the city -- if not on the entire Eastern seaboard.

Did I mention halvah ice cream, by the way?
Or the chocolate babka?
And the onion...",2019-11-25 08:27:07
2,Y-uvH0uctJjAiGfKfE_T1g,My first meal during my first visit to New York City couldn't be anymore perfect. Was walking and exploring the city and found myself at the museum. I was...,2019-10-04 21:59:14
0,EoR1wQbqV0NVEhrB0X8SNg,"Always welcomed with a smile. 

Bagels are fresh and you can see them making them in the back. 

Tons, and I mean TONS of different cream cheeses that...",2020-02-10 17:33:06
1,EoR1wQbqV0NVEhrB0X8SNg,"I'm partial to this location because I used to love off of Ditmars.
I love this place so freaking much!!
It was the first bagel I tried when I moved to New...",2020-04-01 11:30:55
2,EoR1wQbqV0NVEhrB0X8SNg,I think I've now been to every Brooklyn Bagel location in Astoria! This one by far is the smallest but they are also just as delicious as the others. Tip:...,2020-01-12 12:54:06
0,7akz4cCMAn0Ze6JKMfU5oQ,"Tiny, no frills Italian bakery. Stopped in while picking up Lucali pizza down the block. Had a sfoigiatelle and sfinge (St. Joseph's pastry with cannoli...",2020-03-21 12:39:28
1,7akz4cCMAn0Ze6JKMfU5oQ,"OBSESSED with their lard bread!

They're located around the corner from Lucali's, so was able to pick up a few loaves during my (excruciating) long wait for...",2019-12-05 10:59:04
2,7akz4cCMAn0Ze6JKMfU5oQ,My friend and I are not drinkers. I know this is a weird way to start my review of this Brooklyn bakery. Let me explain. We were waiting for Lucali to open....,2020-03-18 08:02:37
0,3xTlLfIwh_IFkxoXNU8tYQ,"Visited Bagel Point while visiting friends in Brooklyn this weekend. We really wanted the traditional New York bagels and this place hit the spot! 

Bagel...",2020-02-16 16:44:59
1,3xTlLfIwh_IFkxoXNU8tYQ,"Zero stars based on the food, two because they actually got my order correct.

I had a gf bagel with tuna and melted cheddar, pickle on the side delivered....",2020-01-28 08:17:28
2,3xTlLfIwh_IFkxoXNU8tYQ,I think people like how many options they have and how new and clean it looks. But it's crazy busy so be prepared to wait and it doesn't appear they can...,2019-12-15 09:05:20
0,_kARxrcTt5HjXQIEalDGWg,"I'm a weirdo that loves to go to new grocery stores when I travel. 

This place was so fun! Bakeries and delis and samples galore!

I saw millions of foods...",2020-02-22 10:35:07
1,_kARxrcTt5HjXQIEalDGWg,"We went on Saturday and it was packed with lines; we think it was because it was such a nice day outside. Ordered the corned beef, pastrami and Swiss...",2020-02-23 07:12:30
2,_kARxrcTt5HjXQIEalDGWg,"As far as bagel places go, this place was thoroughly average. Got the bacon egg and cheese on a toasted whole wheat everything bagel. A potato latke is also...",2020-02-18 20:11:54
0,ft4-eCqO3kukSCsOChMV_g,"One of my new favorite coffee shops in Sunnyside. 

Here's what I like:
- Excellent coffee - both hot and iced!
- The ocean bagel (salmon, cream cheese,...",2019-10-13 20:21:00
1,ft4-eCqO3kukSCsOChMV_g,"Chakra cafe 
My first visit to this cafe was pretty good.
I looked through Yelp pretty good reviews, there were desserts so I decided to come by here today...",2020-03-10 17:26:27
2,ft4-eCqO3kukSCsOChMV_g,"Was hopeful for this quaint new spot in Sunnyside.

Came in for a quick lunch with a friend. The space is on the small side but we managed to fit a stroller...",2019-08-04 01:14:17
0,uas-gysnqvS_Krx0kmLQ5A,"I don't know about the coffee, but the bagels here are fresh if you come here at the right time. That means not too early, not too late. 

I almost always...",2020-03-12 04:32:05
1,uas-gysnqvS_Krx0kmLQ5A,"Not sure why the reviews are so bad?! Give this place a shot! 

Bagels were great..very fresh. Service was speedy. Would go back!",2020-01-11 07:16:49
2,uas-gysnqvS_Krx0kmLQ5A,"I want to give this place 3.5-4 stars but I've had a couple problems that bring it down to a 3. I don't live far away, and I've gotten deliveries from...",2019-12-02 12:51:01
0,L3-1UKU5mUQjowd0Y74Ixw,"This is my go-to seamless delivery option for my morning breakfast.

Usually I go to another spot for takeout if I'm out and about, but when I want to order...",2020-02-22 06:53:52
1,L3-1UKU5mUQjowd0Y74Ixw,"I just realized this was the first place I ordered food from when moving to Astoria, I believe it was a waffle breakfast combo. I thoroughly enjoyed it and...",2020-01-17 15:55:57
2,L3-1UKU5mUQjowd0Y74Ixw,"It's just fine. A neighborhood bagel place. 

Some seating. 
Quick. Busy. Can feel rushed. 

Workers are nice but sometimes feels like they are hitting on...",2019-11-19 13:00:06
0,WAnnEwlOcCaFCK1Iu5RKvQ,"Whoa.

I just ordered a toasted garlic bagel with cream cheese just to try this place out and I'm amazed at how delicious the bread was and the generous...",2020-01-06 17:32:01
1,WAnnEwlOcCaFCK1Iu5RKvQ,"Best bagel shop in Brooklyn. This is coming from a self proclaimed bagel expert. Glad to have found this gem. The bagels are soft, fresh and chewy. Not...",2019-12-17 06:31:42
2,WAnnEwlOcCaFCK1Iu5RKvQ,Literally the best bagel I have ever had - had one for breakfast and had to go back and get 6 to go back to North Carolina with me - I am amazed and the...,2019-10-24 10:05:21
0,idyZhq9vMaYxQ40hYH2x5g,Cafe Bari is super convenient for an on the go bite to eat or cup of coffee. I liked Bari because there are much better options for breakfast food than most...,2019-11-18 12:12:51
1,idyZhq9vMaYxQ40hYH2x5g,"Great cafe in a bustling area. Coffee and pastries are a must have!
 
I came here multiple mornings over the course of a week and trying different breakfast...",2020-01-17 21:50:34
2,idyZhq9vMaYxQ40hYH2x5g,"Great, great place to grab a bite for brunch/snack.  The place is super tiny, can only sit 8. So if it's cold outside, good luck.  But hey, it's New York....",2019-12-11 19:44:48
0,2naDr1913zJk7Y1f2wsWYw,Some of my favorite bagels in NYC! Tal bagels has a lot of great spreads and many other Jewish deli staples like latkes and tuna salad. They're also open...,2020-02-17 09:48:44
1,2naDr1913zJk7Y1f2wsWYw,"DAY: Sunday, February 2
TIME: 11:04 AM
PARTY: 2

We were ready to eat bagels for bagel Sunday. I mean come on we are in NYC. 

Ordered an onion bagel with...",2020-02-02 11:54:09
2,2naDr1913zJk7Y1f2wsWYw,"Pretty good bagel, pretty forgettable. Got a toasted everything bagel with lox spread. Their lox spread is fully integrated and doesn't have pieces of lox...",2019-10-30 03:38:41
0,igbJNG6Cf95VhbsfPeWNUA,"One of the oldest places around Court Square that's survived gentrification, but it doesn't necessarily mean they're the best. 

Cream cheeses are a bit...",2020-03-05 07:21:54
1,igbJNG6Cf95VhbsfPeWNUA,"So, earlier today, I placed an order from here, which, until today, was my one of my favorite spots, with a few hiccups (I was a big fan of their breakfast...",2019-10-22 13:46:50
2,igbJNG6Cf95VhbsfPeWNUA,"I have frequently ordered from this establishment, Today the order was very late and cold. I did make suggestion to be prompt on order or call the customer...",2020-01-17 07:51:10
0,I0cCH0mw6WGyClL6OSE3Jg,"The bagel is really good but prices are insanely expensive!

Came here one morning for a bagel, there was a long line of people waiting but the line moved...",2020-02-25 13:24:24
1,I0cCH0mw6WGyClL6OSE3Jg,"Garbage. Ordered a chicken sandwich and it was premade, dried out chicken sandwich that they microwaved before they served me. It had tomato, lettuce ( yeah...",2020-02-20 12:11:52
2,I0cCH0mw6WGyClL6OSE3Jg,"$$ is more like it for the cost. I've been thinking of going in, you got it, for years. And today I was presented with the opportunity. I was going to peek...",2019-10-20 09:09:06
0,N76sM-aYku1cOBMXWOvliw,I am surprised I have not reviewed this place yet!  This was quite honestly the very first place I ever ate at in New York City way back in 2004.  I am...,2011-02-25 09:18:23
1,N76sM-aYku1cOBMXWOvliw,"Interesting bagel place for sure. Dropped in to take a bagel with coffee in the morning on Friday, I guess, thou never been in this place before. I liked...",2020-03-16 07:29:36
2,N76sM-aYku1cOBMXWOvliw,Ok wasn't expecting much ...but let me tell you the bageels are great and to my surprise they ssluce the lox right off the fish major boost right there good...,2020-01-16 11:20:42
0,Dq_KwjD7WpGmgrXiu0qEOg,Such a lovely spot!! Delicious breakfast; warm environment and staff; great service. Definitely recommend! And they're open early on the weekends which is...,2020-02-02 06:56:47
1,Dq_KwjD7WpGmgrXiu0qEOg,"I wanted a light lunch. A simple soup. The soup was nothing special, in honestly it was kind of bland. Definitely something perfect for folks who don't want...",2019-12-01 15:37:31
2,Dq_KwjD7WpGmgrXiu0qEOg,The food is always on point! Made Fresh Daily is really Made with Fresh ingredients. A must try would be their Turkey Meatloaf! Their chive butter is a...,2019-06-18 10:40:09
0,VHORZQg5A3YNBptRN92QGg,"my favorite coffee shop , pastries very fresh, organic tea, great coffee's, sweet and helpful owner 


thanks for everything Oya",2019-11-26 08:19:45
1,VHORZQg5A3YNBptRN92QGg,"I'm a fan of this place. It is small, but I find it to be cozy. The baristas are also nice here. I like that they are connected to Ritual so I can just...",2019-12-10 08:42:13
2,VHORZQg5A3YNBptRN92QGg,"I wanted to love this space as it sounded so cozy, but unfortunately it's quite small and not all that comfortable.

The honey enjoyed his coffee, but I...",2019-10-27 09:41:40
0,T4Dz6vmotl5CkleLMSBK9Q,"Since my previous review regarding pricing that was always changing and different between the menu and board as well as the attitude of the staff, I've...",2019-12-08 21:29:25
1,T4Dz6vmotl5CkleLMSBK9Q,"If you order ahead it will never be ready, if you order delivery it is never right.  Oh yeah, if you go there the line moves insanely slowly and they will...",2019-12-12 11:17:48
2,T4Dz6vmotl5CkleLMSBK9Q,Been living in the neighborhood for 8 years and I've seen the quality and service of this place gone down the drain. This will be my last time patronizing...,2020-01-27 07:04:33
0,Jcd_GQVRncoqXh16eslvhQ,I've been coming to this bagel shop ever since my family moved to America. I have tried dozens of other bagel shops in Brooklyn and even dozens out in...,2019-07-10 10:51:14
1,Jcd_GQVRncoqXh16eslvhQ,Very good bagels! Service is very good and the cashiers are very nice! I definitely recommend going to Bake City Bagels!,2019-08-27 11:29:44
2,Jcd_GQVRncoqXh16eslvhQ,"Great bagels, the Flagel is awesome, like a wide scooped out bagel. Great local bagel shop, bagels always taste fresh and really good.",2019-03-17 10:47:31
0,T0OShnCTfFONVEbDgFlJZA,"The best bacon egg and cheese I've ever had, and I have had A LOT. A bit smaller bagel, but you don't hate yourself after eating. Also was the first place...",2020-02-05 20:35:40
1,T0OShnCTfFONVEbDgFlJZA,"Stopped by at 12:30pm. Second time stopping by. Had a quick, easy, and good experience. Ordered garlic bagel w vegetable cream cheese and tomatoes. Asked if...",2019-12-27 12:31:50
2,T0OShnCTfFONVEbDgFlJZA,This place started out strong and has steadily declined. Last time I was here I ordered via phone to pick up. I got there 10 minutes after I ordered and it...,2019-12-03 07:00:21
0,NzHiK8Csmypx4f6jYhSqiQ,I loooooooved Lennys! I purposely wanted to go to a slightly less known place but when I walked in it was poppin!!!! Of course there was a reason why....,2019-12-04 22:07:55
1,NzHiK8Csmypx4f6jYhSqiQ,This bagel place quickly became our go-to for breakfast. We were surprised by its affordable prices versus how good the bagels were. Giving it 4 stars...,2019-08-07 12:52:51
2,NzHiK8Csmypx4f6jYhSqiQ,Good bagels and friendly staff. Good cheap option for breakfast or food at anytime of the day. Nice crisp bagels and yummy cream cheese.,2019-09-23 12:26:43
0,0dO6JJPmkivbK8-Qu5eUYg,Totally worth the wait and the hype! Was looking for a bagel place to walk to on the morning of a work trip and there was quite a line when I walked in....,2020-03-18 13:09:27
1,0dO6JJPmkivbK8-Qu5eUYg,"Came by for breakfast the other day and it was a great experience. Lots of locals from office workers to construction workers, and of course a little bit of...",2019-12-27 06:40:28
2,0dO6JJPmkivbK8-Qu5eUYg,Toasties is the absolute best bagel place. I used to come here every morning for breakfast. Their egg ham and cheese on a roll is amazing and everything...,2019-11-21 11:28:41
0,jB4fXyjDvn8Zc6IyDu49YQ,If there was a way to give this place 10 stars I would. I'm so confused as to why the so many negative reviews on this place  Customer service: 100 Perfect...,2020-02-17 08:58:29
1,jB4fXyjDvn8Zc6IyDu49YQ,"Im absolutely disgusted I ordered a bagel and the bagel had mold on the bread, absolutely disgusted and I will never ever order from them again!",2019-06-03 14:39:45
2,jB4fXyjDvn8Zc6IyDu49YQ,It's sad for good quality food for them to skimp you on extra bacon... especially when you have to pay for it.,2019-04-18 04:47:48
0,27aEpgY7F1AnppaulRnGYg,"Love this place....  Great breakfasts and subs...
Brought a dozen bagels back to Texas with me...Come here every time I am in NYC....",2020-03-14 18:59:37
1,27aEpgY7F1AnppaulRnGYg,New York Bagels at their best! Of course I've never had a New York bagel but this was a good find! Very very busy and a lot on the menu! I would've taken...,2019-12-14 10:46:08
2,27aEpgY7F1AnppaulRnGYg,"Don't know why people are expecting amazing service from a bagel place early in the morning. They're fine here. Just know what you want to order.

Anyway,...",2019-03-18 05:56:14
0,vrcfSmyE8orhd0yHSrqvgQ,Best coffee in Brooklyn!!!! I love their vanilla oat milk cappuccinos! So creamy & strong! & very consistent! Every time I come it taste the same way! Great...,2020-01-26 11:32:13
1,vrcfSmyE8orhd0yHSrqvgQ,"I've had coffee from here on two occasions, once at a pop up and once from their actual Brooklyn location. The first time I had a latte from here, it was at...",2019-11-27 12:04:23
2,vrcfSmyE8orhd0yHSrqvgQ,"Wow amazing coffee! Too often drip coffee just tastes ""off"" but BKG Coffee Roasters has the most delicately perfect balanced flavor. 
The brothers who...",2019-07-27 08:32:40
0,YjSYeFr3ZDsCFkdlFdL6qA,"good go to spot for quick breakfast and coffee is the best , really nice staff very fast they can handle a busy crowd. everything looks fresh and its nice...",2020-03-28 10:01:35
1,YjSYeFr3ZDsCFkdlFdL6qA,"If i could give 0 stars, I would. This place never gets the order right. This was the last straw. The deliveryman called to verify the apt number and he...",2020-02-12 06:18:22
2,YjSYeFr3ZDsCFkdlFdL6qA,Called in an order for pick up. When I picked it up and brought it gone the order was all wrong. I return back to the store so they can fix it and then have...,2020-01-01 09:03:09
0,lM44NybalPaw3aiw24WOdA,I usually come here for the amazing sandwiches they make. I haven't been anywhere else that serves a sandwich like Court Street Grocers. They are absolutely...,2019-11-04 20:28:14
1,lM44NybalPaw3aiw24WOdA,"The sandwiches are great, but a bit overpriced. So far i've had the Ruben and Meatloaf sandwhiches, and both were awesome. They have an extensive selection...",2020-03-14 08:47:24
2,lM44NybalPaw3aiw24WOdA,"If you want an eclectic deli sandwich, look no further! Court Street Grocers specializes in making the ordinary extraordinary. Their Tuna Berry sandwich is...",2020-03-10 07:18:07
0,i0pTGtQYAPseFcAryoWj4A,"yeah, there are fancier bagel shops around this corner of bay ridge, but for my money, supreme bagel is the best!  you get what you want, when you want it,...",2020-01-22 20:07:00
1,i0pTGtQYAPseFcAryoWj4A,"Last week bought  a few bagels and they were good. This week they taste like mold , throwing them in the trash. Will never go  
Back again....",2020-02-07 14:19:56
2,i0pTGtQYAPseFcAryoWj4A,Stopped here for a quick late breakfast on a Sunday morning. I'm not really a huge bread person but I had just ran the United Airlines NYC Half Marathon so...,2019-03-20 07:25:28
0,amoGEhgkE4xcNXwYqWeoaw,"Large round baked knishes!!!!

The online knish kings!!!!

We stop here after pen shows often and pick up some for the house.

The spinach and...",2019-12-08 17:08:22
1,amoGEhgkE4xcNXwYqWeoaw,Almost walked right past this tiny storefront while stumbling around the LES for a carb fix. Prompt service and they'll microwave the knishes for takeaway...,2020-03-01 19:21:18
2,amoGEhgkE4xcNXwYqWeoaw,It doesn't matter if you're a lifelong lover of these delicious pastries or you've never had a knish in your life - there's a flavor here for everyone. My...,2019-11-11 16:26:20
0,46rXAi6qq8hzdK5M3l4VCA,We ordered these bagels from QVC and they were delicious!! We will order some more soon because we just can't find a NY bagel in GA.,2020-02-15 17:36:52
1,46rXAi6qq8hzdK5M3l4VCA,The Wholefoods near me sell their bagels. The best bagel I've ever had!!! They were so tasty that I ate 2 right away!!,2017-09-03 14:21:37
2,46rXAi6qq8hzdK5M3l4VCA,"I was skeptical, but these frozen bagels are worthy. I like them a lot! A good New York bagel is actually harder to find than one might think, and I'm now a...",2014-11-29 09:53:33
0,_0RMTkpPymef5NLh7NUvEw,"My favorite coffee shop. 
People are cool and not Bushwick weird snob kind of thing. 

Coffee is great. 

Sandwiches insane.
Take the roasted bush with...",2019-12-04 12:18:29
1,_0RMTkpPymef5NLh7NUvEw,Cute little coffee shop around the corner from my apartment! I've been here a couple of times and have never been disappointed. The staff is friendly and...,2019-08-30 18:46:10
2,_0RMTkpPymef5NLh7NUvEw,"Love this place, but DO NOT come through if you're in a hurry.

People and drinks are top notch, but they'll spend like 5 mins per customer chatting them up...",2019-08-08 06:24:57
0,c6UUcUTbwbk0kOpF6jVOJQ,"Holy moly! This place is it! 

Firstly, the decor is so fun. A mix of graffiti and beautiful appliances and attractive layout for available donuts. 

I came...",2019-12-29 13:12:18
1,c6UUcUTbwbk0kOpF6jVOJQ,"If you were unaware, NYC is surprisingly blessed with a very respectable doughnut scene, and Doughnut Project is a top-ranked contender.  They have two...",2020-01-26 18:06:35
2,c6UUcUTbwbk0kOpF6jVOJQ,"These folks are smart. I know some shops are like, ""We don't change the menu, it works, people love it."" 

BUT, this place adds a special donut that is...",2019-12-03 08:49:29
0,aSDGr4NIfm1C6IspWSNaQw,A true New York Treasure with I believe three locations - two in Manhattan and another in Brooklyn . Orwashers is truly a bread/ pastry lovers dream. A long...,2019-12-22 14:35:08
1,aSDGr4NIfm1C6IspWSNaQw,"Sticky bun babka & chocolate almond croissant was definitely the highlight.

I ordered the sticky bun babka, vanilla frosted donut, chocolate almond...",2020-01-30 20:17:37
2,aSDGr4NIfm1C6IspWSNaQw,"Lovely place. 
Honey was good 
Chocolate we didn't care for (maybe because we 
are not fans of cake doughnuts)
Babka tasted good 
Some seating available...",2020-01-17 15:10:31
0,ECw2da1I0StgwFzn85_t6w,"This place seemed like a good idea, the advertising and pictures on the windows looked good. I walked in and ordered a Chicken Supreme Sandwich and asked to...",2020-03-11 07:39:34
1,ECw2da1I0StgwFzn85_t6w,"Pricey but good. Had a toasted bagel with lox and cream cheese that cost $9.50, so I saved money and didn't get a drink. Staff was friendly. Selection of...",2019-08-20 07:47:38
2,ECw2da1I0StgwFzn85_t6w,"This place went through a few diff owners over the years and bagels on the Blvd is by far the worst. Simply put their bagels are not good, tried a few of...",2020-01-29 06:15:18
0,6dFUAsPQeGkUjEuDGUDg2Q,"This place was very tasty. Def fulfilled my craving for a New York bagel, only complaints were the price of the cream cheese..wtf?! $5 plus? This is unheard...",2019-11-10 14:13:04
1,6dFUAsPQeGkUjEuDGUDg2Q,"Updated review:

Don't these folks even make bagel sandwiches anymore? I just ordered a menu item tonight and they would apparently neither toast the bagel,...",2020-02-07 18:48:11
2,6dFUAsPQeGkUjEuDGUDg2Q,"1) everything bagel seasoning only on one side
2) more importantly every time I go there they mess up my order somehow (bagel w/ cc or bagel w/ bacon egg...",2019-10-13 09:09:13
0,p1wDwUphBhvQkOuD9ydb_g,My favorite bagel place. It's conveniently located right near my apartment and I go here at least twice a week. They have the friendliest staff and owner...,2020-01-12 06:49:22
1,p1wDwUphBhvQkOuD9ydb_g,"The bagels are fine, not the best, but the thing that is really wrong about this place is that they are shady. As a member of the community and someone who...",2020-04-07 19:22:51
2,p1wDwUphBhvQkOuD9ydb_g,"This tiny breakfast spot does justice to your NY bagel cravings. Recommend all tourists and non tourists to visit @chelseabageloftudorcity 
You will be...",2019-03-09 20:19:16
0,P4HX6tjQQK4gbdn_d0cGTw,"//5 star because I received my order correctly and in a timely fashion. 

Macchiato:
Amazing, strong, fresh, and just enough to get your day started. 

Ham...",2020-01-04 15:34:45
1,P4HX6tjQQK4gbdn_d0cGTw,"I've always adored Ground Support. It's in a perfect location in the heart of SoHo, has a wonderful and spacious set-up, great views of West Broadway for...",2019-11-08 08:42:03
2,P4HX6tjQQK4gbdn_d0cGTw,"Cute little shops with a lot to offer. In the heart of soho, this place can offer you a lot in terms of variety and service! 

I love coming here every time...",2019-10-23 12:08:31
0,DkcVNKDDoUJGkLN9Pe4R0w,"The low rating here is absolutely mind-blowing. Disregard the haters because they just seem like salty whiners. 

This spot is two avenues away from my...",2020-01-11 10:52:17
1,DkcVNKDDoUJGkLN9Pe4R0w,I have been to this location twice now. The first time was quiet and fast. Most recent time was super busy and slow and one part of the five sandwich order...,2019-12-22 01:36:20
2,DkcVNKDDoUJGkLN9Pe4R0w,Why are they on Seamless if they don't know the difference between a bagel and a croissant? Ordered an overpriced bacon egg and cheese ($8+) hoping it would...,2020-02-25 17:46:24
0,Mkx7wE0Jlb0bFYGhEpulSg,"Love this place! I go out of my way to walk here on the weekends.

Family owned, everyone is super friendly, and the food is fresh and tasty. (Love the...",2019-11-10 07:33:20
1,Mkx7wE0Jlb0bFYGhEpulSg,"Convenient Location right by train station.
Warm staff and impeccable service. This has been a great and much needed addition to the area with the amount of...",2019-10-01 11:58:51
2,Mkx7wE0Jlb0bFYGhEpulSg,"I've been back since my last review and the service is outstanding. 

Delightful salad, friendly company, and fun community-oriented environment kick this...",2019-09-24 12:20:22
0,VdwsPucTABX4R0GIFOebeg,"Great bagels and coffee. This place is always clutch when you need a late night snack.  The owners and staff are very friendly, it's a neighborhood gem.",2020-02-01 19:32:53
1,VdwsPucTABX4R0GIFOebeg,I've been coming here for years. The scallion cream cheese is really unbeatable. I will crave this particular scallion cream cheese every week. The bagels...,2019-09-04 07:49:56
2,VdwsPucTABX4R0GIFOebeg,"One of the best bagels I've ever had. I had a sesame bagel with cream cheese, and the bagel was so tasty and fluffy. It really hit the spot. I was living...",2019-12-13 07:28:54
0,zI0_zyZl-0Xqk8vR9xWiIg,"These are the best bagels in Astoria, maybe NYC. They are big and my favorites are the jalapeno cheddar and the pumpernickel. There's this manager there,...",2020-02-01 15:41:38
1,zI0_zyZl-0Xqk8vR9xWiIg,Went out for quick breakfast and the food and coffee did not disappoint! The only reason I am missing a star was because they had only one washroom for such...,2020-01-04 18:45:06
2,zI0_zyZl-0Xqk8vR9xWiIg,New York City bagel & coffee house has become my absolute favorite breakfast joint to have any kind of bagel with any kind of cream cheese I'm in the mood...,2019-06-30 21:30:17
0,3AgtLUyDGFIsMrg25e8LPQ,"I had never seen or heard of a chocolate bagel until I had one at this place.  How divine!  Their other bagels and pastries, especially the cheese danishes,...",2019-11-05 09:51:42
1,3AgtLUyDGFIsMrg25e8LPQ,"The sandwiches are AMAZING. fresh, hot, toasted perfectly. That bread is something special.  I enjoy their much more spacious place. 

The staff is the...",2019-11-30 13:30:45
2,3AgtLUyDGFIsMrg25e8LPQ,"They're back! You may have known Brooklyn Bread as a small, hole in the wall, cash only, bread joint in Carroll Gardens. Well, the game has changed - I'm a...",2019-09-09 19:27:37
0,-ReVBdHXjJ4qH9Xl2MDq3A,"Growing up in NY, I always had high standards for bagels, and this place has met my expectations. 

Their bagels are freshly made every day. The owner is...",2020-01-23 23:36:19
1,-ReVBdHXjJ4qH9Xl2MDq3A,In the top five bagel spots of NYC -- which may come as a surprise as it is a Korean owned grocery but the chewy to crispy to density ratios all check out....,2019-12-31 13:35:20
2,-ReVBdHXjJ4qH9Xl2MDq3A,"JK Bakery has some of the best bagels I've ever had. I tried their CC and Jelly on an everything bagel and butter on an everything bagel, and both were...",2019-09-06 07:43:43
0,yMxGI1kcqv6a-aGH-VXg8A,"Perfect local cafe, has everything you would want day or night! And they care about zero waste. Hooray. 

FOOD/DRINKS 
1.) grilled cheese w tomato = it was...",2020-01-07 11:17:30
1,yMxGI1kcqv6a-aGH-VXg8A,"Not far from my Condominium in Bedford-Stuyvesant..., I brought some work from the office here on a weeknight about 6:00pm.

      Delicious DONUTS!!!!!!...",2020-02-21 15:52:19
2,yMxGI1kcqv6a-aGH-VXg8A,"Popped in for coffee and a breakfast sandwich. Super delicious and the BEST gluten free roll. 

A huge perk of this place is they really are trying to...",2019-12-30 14:38:24
0,Xf8spStI1SvCjwD1AWtMhg,"This place is the absolute best. If you want a guaranteed good bagel or sandwich, this is the place to go.",2019-12-02 18:36:31
1,Xf8spStI1SvCjwD1AWtMhg,"I come here every other weekend and it's usually great,  it today I got horribly rude service. The very harried and angry woman who took my order walked...",2019-12-14 06:17:53
2,Xf8spStI1SvCjwD1AWtMhg,this place is usually busy. The flow pattern isnt great with one big line forming and usually the 2 workers helping out the customers. It is certainly a...,2018-03-28 18:11:17
0,5o-jorn07AInbmlNlYGC0g,"Needed to get out of the apartment and get some work done. Found this spot on Yelp and was pleased upon arrival.

Good amount of space, so I didn't have too...",2019-12-29 09:12:48
1,5o-jorn07AInbmlNlYGC0g,"Dear Mama... you've got a chill spot - open space concept with ample room to bring the laptop and do some work.

Stopped by on a Saturday afternoon around...",2020-01-18 14:08:36
2,5o-jorn07AInbmlNlYGC0g,Wow this place is . My wife and I stayed here for hours on a day off. Eating brunch. Reading some books. Sipping coffee and enjoying treats. Chatting away....,2019-11-22 05:35:14
0,A4LBQAfU60G38fOdABbGRw,I have come here many times to get a bagel (and find them to be super fresh and delish). I have no complaint about the service. And In fact... the reason...,2017-12-26 07:41:32
1,A4LBQAfU60G38fOdABbGRw,This place never gets the order correct. And apparently one of the ladies preparing the food tells me I didn't order what I ordered. It's mind blowing how...,2020-04-08 10:47:57
